,ALL,WMO ID,NAME,LON,NOMINAL SAMPLING INTERVAL,ELEVATION,STATE,LAT,N HOURS OFFSET FROM GMT,ID,NYEARS,START,END,nyearsg,mev_10,gev_10,mev_20,gev_20,mev_50,gev_50,mev_100,gev_100
414,USC00116819  40.7569  -88.1827  204.2 IL PIPER CITY                                                                                15    -6,     ,PIPER CITY                                                                       ,-88.1827,15,204.2,IL,40.7569,-6,USC00116819,64.0,1949.0,2012.0,40,92.72988316123318,91.01710953715491,111.12833509245972,103.81265797395096,139.74894257992244,120.68056984937249,165.2616552906487,133.55049158521368
415,USC00117014  41.6752  -89.9374  184.4 IL PROPHETSTOWN                                                                              15    -6,     ,PROPHETSTOWN                                                                     ,-89.9374,15,184.4,IL,41.6752,-6,USC00117014,70.0,1948.0,2017.0,56,95.40811631804166,92.61031957451662,112.14006094299732,109.12081635145128,135.38468227629335,133.13478222993317,154.07218889507848,153.3122541858629
416,USC00117077  39.9058  -91.4281  147.2 IL QUINCY DAM 21                                                                             15    -6,     ,QUINCY DAM 21                                                                    ,-91.4281,15,147.2,IL,39.9058,-6,USC00117077,69.0,1948.0,2017.0,43,100.89569312684755,101.65397941365995,120.47805392888316,120.6222497809449,148.74427723603606,147.96496779710884,172.00556967607585,170.73921688497902
417,USW00014806  40.3130  -88.1598  230.1 IL RANTOUL                                                                                   15    -6,     ,RANTOUL                                                                          ,-88.1598,15,230.1,IL,40.313,-6,USW00014806,70.0,1948.0,2017.0,39,95.18069627927615,96.60360845094414,112.02375183670189,116.14458549176501,135.57694396277648,146.6532183245692,154.5331893799379,174.11855184186885
419,USC00117391  41.5180  -90.5647  173.1 IL ROCK ISLAND L&D 15                                                                        15    -6,     ,ROCK ISLAND L&D 15                                                               ,-90.5647,15,173.1,IL,41.518,-6,USC00117391,33.0,1985.0,2017.0,17,121.60928576815301,111.95705506147331,148.10300034908525,121.92539995790082,186.78363003574395,132.45662519191632,219.31172539151783,138.90292512782543
420,USC00117833  41.7322  -88.8653  259.1 IL SHABBONA 3S                                                                               15    -6,     ,SHABBONA 3S                                                                      ,-88.8653,15,259.1,IL,41.7322,-6,USC00117833,40.0,1953.0,2017.0,16,104.10779910120723,99.3995115371884,125.14716054026596,121.90164942394523,156.5541183051241,160.44582466586436,183.70718122504923,198.39753157619253
421,USC00117876  39.4079  -88.7739  199.6 IL SHELBYVILLE DAM                                                                           15    -6,     ,SHELBYVILLE DAM                                                                  ,-88.7739,15,199.6,IL,39.4079,-6,USC00117876,47.0,1970.0,2017.0,16,105.28186726410256,97.23110421179712,123.24907759224789,106.79631909386542,149.7678786669773,119.32173302173348,172.66354506353798,128.81560726941493
422,USC00118020  37.1644  -88.4311  108.8 IL SMITHLAND LOCK & DAM                                                                      15    -6,     ,SMITHLAND LOCK & DAM                                                             ,-88.4311,15,108.8,IL,37.1644,-6,USC00118020,38.0,1980.0,2017.0,14,132.75860717289308,126.68989095157639,155.79198902462974,140.86857212598778,187.2970942559279,158.28253022674937,212.37582637176888,170.671262320385
424,USC00118389  39.5608  -88.6066  196.3 IL SULLIVAN 3S                                                                               15    -6,     ,SULLIVAN 3S                                                                      ,-88.6066,15,196.3,IL,39.5608,-6,USC00118389,70.0,1948.0,2017.0,42,104.30281779443494,100.62331019459243,122.5193484122981,119.47034200883505,147.95426635325376,148.39529101003836,168.40499958915757,174.0048498838079
425,USC00118740  40.0840  -88.2404  219.8 IL CHAMPAIGN 3S                                                                              15    -6,     ,CHAMPAIGN 3S                                                                     ,-88.2404,15,219.8,IL,40.084,-6,USC00118740,59.0,1959.0,2017.0,45,104.79967341723913,88.59952235464766,122.38203280424293,96.1881652600934,146.69994821513512,105.27485651253227,166.08544148508724,111.57855398853089
426,USC00118781  38.9580  -89.0952  152.4 IL VANDALIA                                                                                  15    -6,     ,VANDALIA                                                                         ,-89.0952,15,152.4,IL,38.958,-6,USC00118781,69.0,1948.0,2017.0,40,104.79345465440933,92.13703436373245,121.45291701751674,102.39304479880624,144.2554934367821,115.13430940936428,162.3624103524681,124.30221102108939
429,USC00119816  40.7763  -90.0203  205.7 IL YATES CITY                                                                                15    -6,     ,YATES CITY                                                                       ,-90.0203,15,205.7,IL,40.7763,-6,USC00119816,68.0,1950.0,2017.0,42,101.79082983338502,97.43816205896269,119.22455602818793,113.42427281700762,143.32686138474392,137.1199612951384,162.60780446351774,157.40127804899691
430,USC00120132  39.5739  -85.1582  233.8 IN ALPINE 2 NE                                                                               15    -5,     ,ALPINE 2 NE                                                                      ,-85.1582,15,233.8,IN,39.5739,-5,USC00120132,68.0,1949.0,2017.0,56,89.03437445534247,91.42577690088868,102.73227598000832,107.1578049533918,121.48271640910197,130.1896800074644,136.3702842900329,149.66595251248194
431,USC00120177  40.1117  -85.7163  256.3 IN ANDERSON SEWAGE PLANT                                                                     15    -5,     ,ANDERSON SEWAGE PLANT                                                            ,-85.7163,15,256.3,IN,40.1117,-5,USC00120177,44.0,1974.0,2017.0,19,91.08489013209818,80.33869444912473,104.75894288979757,91.85313371640922,123.60908652838643,109.46197638722339,138.62213949654253,124.9987791733873
432,USC00120200  41.6639  -85.0183  310.9 IN ANGOLA                                                                                    15    -5,     ,ANGOLA                                                                           ,-85.0183,15,310.9,IN,41.6639,-5,USC00120200,41.0,1977.0,2017.0,26,80.82833966424015,76.70727550380522,92.8950268909871,81.75525495863009,109.5737626339387,87.28282293421218,122.87805684548741,90.79018964352531
433,USC00120482  39.2967  -85.2187  295.7 IN BATESVILLE WATER AND GAS UTILITY                                                          15    -5,     ,BATESVILLE WATER AND GAS UTILITY                                                 ,-85.2187,15,295.7,IN,39.2967,-5,USC00120482,70.0,1948.0,2017.0,58,92.58390479916444,89.48941099677731,106.48569102072825,102.15468246065726,125.41565435947665,119.60696158381327,140.3470495991848,133.51549750342832
434,USC00120830  40.8143  -85.1546  262.4 IN BLUFFTON 6N                                                                               15    -5,     ,BLUFFTON 6N                                                                      ,-85.1546,15,262.4,IN,40.8143,-5,USC00120830,47.0,1971.0,2017.0,29,87.917643041868,90.25206807159164,104.13978745278277,101.83674873959171,127.52797685766684,116.65640825247674,146.80553149471908,127.63329265946344
435,USC00120922  39.5108  -87.1241  207.0 IN BRAZIL                                                                                    15    -5,     ,BRAZIL                                                                           ,-87.1241,15,207.0,IN,39.5108,-5,USC00120922,70.0,1948.0,2017.0,51,103.48945615499674,103.3190373789962,120.90294580002752,122.08553724702293,145.13071534235507,150.4970462654124,164.54008185866013,175.32080478487327
436,USC00121147  40.4875  -86.4088  224.3 IN BURLINGTON 1 NW                                                                           15    -5,     ,BURLINGTON 1 NW                                                                  ,-86.4088,15,224.3,IN,40.4875,-5,USC00121147,68.0,1950.0,2017.0,51,92.47944965096598,89.3154008550533,109.17441242251326,101.47908397873351,133.361718756411,117.6347746017474,153.60868430555558,130.05270215032505
437,USC00121256  37.8994  -86.7072  122.5 IN CANNELTON                                                                                 15    -6,     ,CANNELTON                                                                        ,-86.7072,15,122.5,IN,37.8994,-6,USC00121256,47.0,1971.0,2017.0,19,108.01890539800644,91.9284376503781,124.02049631704044,97.35802900365252,145.88857146910632,103.27364734724108,163.2659096378495,107.0083761654128
439,USC00121739  41.1452  -85.4898  254.2 IN COLUMBIA CITY                                                                             15    -5,     ,COLUMBIA CITY                                                                    ,-85.4898,15,254.2,IN,41.1452,-5,USC00121739,70.0,1948.0,2017.0,44,84.63769708786693,84.65997898627698,98.0066546601549,94.37265331893605,116.64065496119925,106.26323132653643,131.74881714461134,114.69553759735109
440,USC00121752  39.2106  -85.8883  193.5 IN COLUMBUS UTILITIES                                                                        15    -5,     ,COLUMBUS UTILITIES                                                               ,-85.8883,15,193.5,IN,39.2106,-5,USC00121752,68.0,1948.0,2017.0,37,95.1020612393713,87.8652447159159,110.52982048317895,100.43165071492925,131.7861555021076,117.28532843013042,148.80518035590686,130.36433366219714
